Index,IQ,CGPA,Placement
7715,81,6.88,1
7716,86,8.73,1
7717,93,5.48,0
7718,97,5.17,1
7719,114,7.73,1
7720,108,5.89,1
7721,122,8.32,1
7722,112,5.06,1
7723,106,8.57,1
7724,113,4.44,0
7725,96,7.15,1
7726,100,7.44,1
7727,106,4.67,0
7728,114,5.08,0
7729,119,6.42,1
7730,123,5.47,0
7731,105,5.71,1
7732,119,5.96,0
7733,91,5.75,0
7734,110,4.0,0
7735,93,8.76,1
7736,99,4.39,0
7737,101,9.56,1
7738,117,5.98,0
7739,108,7.14,1
7740,120,6.95,0
7741,95,5.69,0
7742,78,7.91,0
7743,74,9.35,1
7744,94,8.39,1
7745,82,5.46,0
7746,119,9.09,1
7747,126,5.81,0
7748,85,6.63,1
7749,100,7.34,1
7750,91,7.41,0
7751,104,7.51,1
7752,117,5.47,0
7753,94,9.5,1
7754,111,7.31,1
7755,134,7.47,1
7756,78,7.89,1
7757,85,5.46,0
7758,85,6.88,1
7759,110,9.15,1
7760,71,6.46,0
7761,103,8.94,1
7762,77,6.95,0
7763,121,9.35,1
7764,111,7.75,1
7765,83,6.86,1
7766,86,8.66,1
7767,84,8.71,1
7768,93,8.31,1
7769,133,5.61,0
7770,100,7.9,1
7771,85,7.12,1
7772,109,6.32,1
7773,84,8.62,1
7774,116,8.14,0
7775,118,4.8,0
7776,134,8.36,1
7777,99,6.94,1
7778,104,5.76,1
7779,108,5.31,0
7780,110,6.67,1
7781,98,5.99,0
7782,92,5.88,0
7783,101,9.28,1
7784,124,7.83,1
7785,152,8.8,1
7786,85,5.14,0
7787,79,7.66,1
7788,122,6.35,1
7789,93,4.14,0
7790,125,6.31,0
7791,99,7.2,0
7792,113,8.68,1
7793,105,5.73,0
7794,117,4.7,0
7795,100,5.65,0
7796,115,6.78,1
7797,86,5.99,0
7798,93,6.81,0
7799,112,8.91,0
7800,110,5.89,0
7801,111,5.42,0
7802,112,6.83,0
7803,114,7.82,1
7804,92,5.03,0
7805,83,6.94,0
7806,99,6.05,0
7807,127,5.73,0
7808,109,7.09,0
7809,106,7.13,1
7810,122,8.11,1
7811,81,6.12,0
7812,108,7.96,1
7813,87,8.39,1
7814,119,6.74,1
7815,106,5.9,1
7816,109,8.39,1
7817,142,6.64,0
7818,95,6.92,1
7819,109,6.89,0
7820,91,6.27,0
7821,125,6.69,1
7822,103,9.73,1
7823,113,8.15,1
7824,87,6.25,0
7825,113,7.02,1
7826,97,8.72,1
7827,115,8.47,1
7828,110,7.95,1
7829,112,5.78,1
7830,104,4.0,1
7831,106,8.42,0
7832,82,7.04,1
7833,106,6.83,0
7834,102,6.31,0
7835,110,6.41,1
7836,100,7.58,1
7837,129,6.92,0
7838,102,7.08,1
7839,117,6.84,1
7840,118,6.19,0
7841,98,7.38,1
7842,125,5.27,0
7843,87,4.93,0
7844,110,7.88,0
7845,92,4.31,0
7846,94,9.13,1
7847,102,5.9,0
7848,84,5.93,0
7849,90,7.33,1
7850,98,9.51,1
7851,105,6.49,0
7852,94,6.79,0
7853,99,4.98,0
7854,100,6.24,1
7855,103,6.07,1
7856,92,8.93,1
7857,99,5.79,1
7858,105,6.66,0
7859,100,5.79,1
7860,135,5.58,1
7861,105,7.74,1
7862,108,6.74,1
7863,93,6.66,1
7864,96,8.35,1
7865,118,8.86,1
7866,108,6.38,0
7867,90,7.98,0
7868,132,8.16,1
7869,117,6.37,1
7870,97,5.33,0
7871,93,5.62,0
7872,117,9.31,1
7873,123,6.13,1
7874,80,7.53,1
7875,109,7.16,1
7876,93,7.57,1
7877,101,7.74,1
7878,112,6.62,0
7879,113,6.24,1
7880,109,8.47,1
7881,109,6.74,1
7882,102,6.16,0
7883,97,8.05,1
7884,113,5.05,0
7885,101,6.11,0
7886,116,6.16,0
7887,101,8.43,1
7888,86,4.6,0
7889,93,7.74,0
7890,96,4.94,0
7891,114,7.27,1
7892,93,7.13,1
7893,101,8.92,1
7894,82,5.95,0
7895,137,9.13,1
7896,99,8.48,1
7897,121,8.1,1
7898,122,6.17,0
7899,119,6.68,1
7900,132,5.79,0
7901,128,7.74,1
7902,90,6.06,0
7903,108,6.91,0
7904,92,6.7,1
7905,107,8.45,1
7906,112,5.94,0
7907,107,7.37,1
7908,124,7.29,1
7909,106,6.28,1
7910,98,5.85,0
7911,105,8.29,1
7912,75,6.29,0
7913,111,4.46,0
7914,99,8.96,0
7915,105,7.61,0
7916,116,8.33,1
7917,86,7.3,1
7918,90,5.99,0
7919,116,6.7,0
7920,85,6.71,1
7921,108,5.2,1
7922,98,5.05,0
7923,87,6.51,1
7924,109,7.23,1
7925,120,6.18,1
7926,102,7.33,1
7927,110,6.79,1
7928,92,4.32,0
7929,121,6.58,0
7930,89,6.89,0
7931,91,6.24,0
7932,113,7.61,1
7933,104,6.52,0
7934,105,6.45,0
7935,106,6.03,0
7936,71,6.71,0
7937,91,7.53,1
7938,83,10.0,1
7939,129,6.56,0
7940,113,8.67,1
7941,97,7.99,1
7942,121,7.52,1
7943,107,7.11,1
7944,102,7.99,1
7945,116,8.12,1
7946,112,5.39,0
7947,117,8.79,1
7948,96,6.83,0
7949,92,7.46,0
7950,74,6.56,0
7951,116,7.25,1
7952,105,8.64,1
7953,105,5.1,0
7954,103,7.3,0
7955,113,7.36,1
7956,90,6.76,0
7957,132,7.22,0
7958,80,9.62,1
7959,104,6.57,1
7960,92,9.47,1
7961,89,5.82,0
7962,105,8.32,1
7963,84,7.21,1
7964,120,6.16,0
7965,102,6.92,0
7966,96,4.21,0
7967,115,7.99,1
7968,124,6.76,1
7969,80,8.51,0
7970,86,4.0,0
7971,111,5.82,1
7972,96,8.54,1
7973,95,8.5,1
7974,107,5.89,0
7975,96,5.6,1
7976,116,6.72,0
7977,107,7.42,0
7978,97,5.66,0
7979,88,6.29,0
7980,84,8.26,0
7981,98,9.98,1
7982,119,6.64,1
7983,106,4.18,0
7984,110,4.0,0
7985,109,7.74,1
7986,115,8.33,1
7987,104,5.55,0
7988,97,7.6,1
7989,113,5.63,0
7990,114,5.81,0
7991,113,6.42,1
7992,106,8.34,1
7993,101,7.7,0
7994,89,6.53,1
7995,90,7.63,0
7996,115,7.22,1
7997,112,8.36,1
7998,109,8.43,1
7999,108,7.09,0
8000,94,5.8,0
8001,132,5.5,0
8002,122,7.55,1
8003,118,6.46,0
8004,108,5.6,0
8005,123,6.33,0
8006,108,6.4,1
8007,94,8.67,1
8008,90,9.18,1
8009,94,8.35,1
8010,78,6.06,0
8011,72,6.92,0
8012,87,7.18,1
8013,87,8.09,1
8014,100,6.52,1
8015,101,4.1,0
8016,92,6.25,0
8017,102,6.8,1
8018,112,5.51,0
8019,105,7.18,0
8020,143,5.15,1
8021,122,7.49,1
8022,129,4.0,1
8023,122,6.28,0
8024,82,5.24,0
8025,111,6.49,0
8026,126,8.92,1
8027,79,4.0,0
8028,114,6.89,1
8029,92,7.72,1
8030,71,6.69,1
8031,82,5.22,0
8032,111,8.84,0
8033,78,6.47,0
8034,86,7.61,0
8035,113,6.3,0
8036,98,8.36,1
8037,101,7.1,1
8038,128,7.14,1
8039,101,7.98,1
8040,100,5.18,0
8041,102,8.69,1
8042,96,4.33,0
8043,113,7.91,1
8044,102,6.92,0
8045,107,7.62,1
8046,114,6.62,0
8047,116,7.89,1
8048,113,7.64,1
8049,96,7.89,1
8050,104,8.73,1
8051,109,6.39,1
8052,118,6.75,0
8053,123,7.05,1
8054,112,8.16,1
8055,101,6.45,1
8056,114,6.03,1
8057,120,5.23,0
8058,103,7.03,0
8059,150,4.51,0
8060,102,8.27,1
8061,126,7.2,1
8062,118,6.97,1
8063,97,8.21,1
8064,87,7.67,1
8065,82,7.01,1
8066,81,5.71,0
8067,95,4.94,0
8068,94,7.33,1
8069,108,6.47,1
8070,92,5.66,0
8071,78,6.69,0
8072,113,4.8,0
8073,110,4.13,0
8074,103,7.52,0
8075,113,5.29,0
8076,106,5.08,0
8077,118,7.06,1
8078,94,7.67,1
8079,86,4.07,0
8080,86,7.54,1
8081,107,5.96,0
8082,83,7.33,0
8083,99,6.02,0
8084,94,7.18,1
8085,98,6.78,0
8086,114,8.33,1
8087,121,7.69,1
8088,113,6.08,0
8089,106,7.55,0
8090,103,6.34,1
8091,87,8.02,1
8092,92,6.73,1
8093,96,6.73,0
8094,112,5.45,0
8095,88,9.85,1
8096,111,5.75,0
8097,114,7.58,1
8098,84,7.67,1
8099,100,7.42,1
8100,92,6.81,0
8101,109,7.51,1
8102,128,6.32,0
8103,85,6.53,0
8104,116,8.99,1
8105,109,6.18,1
8106,119,8.13,1
8107,115,7.71,1
8108,113,5.33,0
8109,102,7.16,1
8110,148,7.33,1
8111,111,6.18,0
8112,110,7.24,0
8113,81,6.1,1
8114,98,7.21,1
8115,111,5.43,0
8116,95,4.65,0
8117,128,4.76,0
8118,116,10.0,1
8119,95,5.17,0
8120,91,6.28,0
8121,118,8.42,1
8122,80,7.65,0
8123,105,7.09,1
8124,113,6.79,0
8125,113,6.94,0
8126,81,8.96,1
8127,115,5.85,0
8128,116,7.31,1
8129,121,7.99,1
8130,105,6.87,1
8131,92,7.4,1
8132,125,7.54,1
8133,106,5.6,0
8134,129,7.77,1
8135,107,7.87,1
8136,104,6.9,1
8137,114,5.74,0
8138,102,4.0,0
8139,91,6.0,0
8140,120,7.51,1
8141,114,4.0,0
8142,78,7.51,1
8143,102,7.57,0
8144,119,7.51,0
8145,115,6.3,1
8146,105,6.78,1
8147,86,6.33,0
8148,93,7.99,0
8149,102,8.43,1
8150,123,5.97,0
8151,89,6.41,1
8152,96,6.29,0
8153,90,8.0,1
8154,108,7.03,1
8155,106,6.37,1
8156,116,6.83,0
8157,103,7.38,0
8158,84,7.72,1
8159,82,6.55,0
8160,111,6.3,0
8161,98,7.81,1
8162,108,7.02,1
8163,101,9.18,1
8164,79,4.27,0
8165,115,7.57,1
8166,89,7.84,1
8167,107,7.68,0
8168,143,8.66,1
8169,88,6.68,0
8170,120,5.16,0
8171,82,7.41,1
8172,134,4.64,0
8173,79,4.94,0
8174,108,5.16,0
8175,108,7.43,1
8176,102,9.36,0
8177,117,7.0,1
8178,113,5.88,0
8179,109,4.08,0
8180,118,5.87,0
8181,107,6.26,0
8182,104,7.08,0
8183,107,8.35,1
8184,118,6.73,0
8185,106,6.75,1
8186,123,7.13,1
8187,99,9.0,1
8188,106,6.63,0
8189,95,4.3,0
8190,122,9.03,1
8191,105,7.53,0
8192,112,6.68,1
8193,115,7.93,1
8194,133,7.48,1
8195,93,6.66,0
8196,93,6.39,0
8197,105,4.33,0
8198,99,6.77,1
8199,135,7.75,1
8200,99,7.63,1
8201,119,6.66,1
8202,131,6.88,0
8203,127,4.71,0
8204,116,8.07,1
8205,85,6.72,0
8206,96,8.78,1
8207,109,8.47,1
8208,123,7.59,1
8209,110,7.66,1
8210,85,8.14,1
8211,108,6.03,1
8212,106,4.91,0
8213,104,5.73,0
8214,102,5.95,0
8215,92,5.66,0
8216,100,5.19,0
8217,108,5.64,0
8218,84,5.24,0
8219,115,8.01,1
8220,99,6.62,0
8221,86,7.12,1
8222,123,4.75,0
8223,89,5.65,0
8224,94,6.08,1
8225,131,5.94,0
8226,101,7.11,1
8227,101,7.35,0
8228,121,8.46,1
8229,106,4.0,0
8230,99,6.46,0
8231,112,4.77,0
8232,118,6.14,1
8233,93,7.64,0
8234,120,8.03,1
8235,99,4.84,0
8236,121,6.98,0
8237,88,8.55,1
8238,86,4.33,0
8239,77,6.58,1
8240,81,6.54,1
8241,116,6.59,1
8242,87,6.43,0
8243,121,5.93,0
8244,90,7.12,1
8245,114,5.16,0
8246,94,8.22,1
8247,82,6.49,0
8248,108,6.08,0
8249,90,6.25,0
8250,119,5.54,0
8251,105,8.12,1
8252,115,7.29,1
8253,88,5.62,0
8254,106,8.02,1
8255,94,6.84,1
8256,100,6.05,1
8257,105,6.82,1
8258,115,5.39,0
8259,112,6.22,0
8260,107,6.74,1
8261,105,6.98,1
8262,88,6.59,0
8263,106,8.14,1
8264,91,6.57,0
8265,104,6.8,0
8266,107,8.52,1
8267,92,6.15,0
8268,80,4.92,0
8269,119,8.63,1
8270,120,6.9,0
8271,104,5.93,1
8272,104,5.01,0
8273,104,4.0,0
8274,108,5.32,0
8275,122,5.38,0
8276,119,6.8,0
8277,102,5.61,1
8278,114,6.36,0
8279,85,5.74,0
8280,105,8.1,1
8281,124,4.0,0
8282,129,8.14,1
8283,104,6.05,0
8284,88,7.93,1
8285,104,7.51,1
8286,119,8.13,1
8287,109,4.46,0
8288,114,4.96,0
8289,105,7.13,0
8290,87,6.72,1
8291,101,6.18,0
8292,96,4.69,0
8293,118,8.57,1
8294,130,5.12,0
8295,104,6.68,1
8296,141,5.29,1
8297,129,5.94,1
8298,120,7.48,1
8299,119,5.55,0
8300,113,4.0,0
8301,109,7.01,1
8302,85,6.24,0
8303,73,7.9,1
8304,101,7.16,1
8305,94,7.67,1
8306,98,7.02,1
8307,77,7.86,0
8308,103,7.01,1
8309,122,6.73,1
8310,104,7.66,0
8311,107,7.89,1
8312,125,6.26,0
8313,108,8.36,1
8314,109,7.41,1
8315,109,6.58,0
8316,131,7.47,1
8317,100,8.28,1
8318,82,4.83,0
8319,85,5.15,0
8320,104,6.29,0
8321,102,4.37,0
8322,135,7.73,1
8323,115,6.07,0
8324,130,5.2,0
8325,109,5.49,0
8326,100,7.73,1
8327,101,9.19,1
8328,125,8.44,1
8329,107,5.7,0
8330,99,5.66,0
8331,90,7.54,1
8332,100,8.15,1
8333,105,7.04,1
8334,98,6.8,1
8335,103,7.39,1
8336,95,5.77,0
8337,124,7.82,0
8338,111,6.25,0
8339,82,8.16,1
8340,104,5.48,0
8341,99,6.61,1
8342,109,6.82,0
8343,97,4.6,0
8344,115,6.37,1
8345,83,4.39,0
8346,118,6.02,0
8347,95,7.69,1
8348,86,6.42,1
8349,131,7.48,1
8350,109,7.24,1
8351,111,7.09,0
8352,87,6.16,0
8353,104,7.22,1
8354,89,6.47,1
8355,88,8.49,0
8356,93,9.07,1
8357,99,7.4,1
8358,94,7.46,1
8359,106,8.23,1
8360,96,7.48,1
8361,111,7.01,1
8362,100,9.72,1
8363,119,5.36,1
8364,113,6.88,0
8365,107,7.17,1
8366,91,6.02,1
8367,101,6.66,1
8368,70,5.96,0
8369,87,10.0,1
8370,119,6.69,1
8371,78,8.25,1
8372,97,7.51,0
8373,106,4.89,0
8374,119,6.05,1
8375,91,6.81,0
8376,94,8.28,1
8377,107,6.06,0
8378,124,8.59,1
8379,104,8.25,1
8380,91,8.37,1
8381,89,5.34,0
8382,119,5.21,0
8383,96,7.78,0
8384,116,6.58,1
8385,105,4.09,0
8386,110,4.32,0
8387,70,8.66,1
8388,97,8.12,0
8389,109,6.84,1
8390,109,7.88,1
8391,98,6.32,0
8392,109,5.11,0
8393,103,6.95,1
8394,91,7.32,1
8395,102,5.5,0
8396,115,6.96,1
8397,97,6.72,1
8398,81,6.01,1
8399,103,4.98,0
8400,100,5.35,0
8401,96,7.49,1
8402,106,5.67,0
8403,109,7.13,0
8404,100,4.76,1
8405,115,7.71,1
8406,96,6.33,0
8407,118,8.84,1
8408,89,6.96,1
8409,101,6.01,0
8410,121,6.77,0
8411,109,7.01,1
8412,101,9.07,0
8413,129,7.59,1
8414,103,8.16,1
8415,91,5.45,0
8416,91,6.71,1
8417,109,5.79,0
8418,113,8.22,0
8419,109,7.98,1
8420,83,8.49,1
8421,74,7.47,0
8422,100,6.11,0
8423,95,6.5,1
8424,131,7.55,1
8425,97,5.39,1
8426,102,8.41,1
8427,95,7.39,0
8428,86,9.34,0
8429,118,7.98,1
8430,89,6.38,1
8431,130,6.52,0
8432,112,7.17,1
8433,123,5.64,0
8434,85,7.89,0
8435,100,6.93,0
8436,102,4.86,0
8437,112,6.84,1
8438,124,5.09,0
8439,97,7.66,1
8440,103,4.22,0
8441,101,6.96,0
8442,91,8.9,0
8443,89,8.87,1
8444,100,8.55,1
8445,108,7.12,1
8446,112,9.87,1
8447,102,5.07,0
8448,132,8.18,1
8449,105,4.98,0
8450,107,6.11,0
8451,112,6.68,1
8452,73,6.0,0
8453,76,8.38,0
8454,101,6.54,0
8455,111,6.62,0
8456,95,5.08,0
8457,101,6.19,0
8458,103,7.12,1
8459,113,8.14,0
8460,97,7.72,1
8461,94,7.66,0
8462,112,6.76,1
8463,98,9.86,1
8464,139,4.78,1
8465,70,6.8,0
8466,117,5.68,0
8467,96,6.57,0
8468,87,9.0,1
8469,121,8.26,1
8470,123,7.5,1
8471,111,5.37,1
8472,117,6.7,0
8473,81,5.75,0
8474,138,5.3,0
8475,83,8.07,1
8476,102,7.87,1
8477,108,7.55,1
8478,102,7.14,1
8479,93,4.0,0
8480,118,7.08,1
8481,96,7.5,1
8482,105,10.0,1
8483,107,5.16,0
8484,81,4.93,0
8485,108,5.97,0
8486,102,6.46,0
8487,115,6.35,1
8488,112,5.44,0
8489,113,5.84,0
8490,106,6.3,0
8491,116,5.9,0
8492,124,4.85,0
8493,104,6.85,1
8494,100,6.34,1
8495,122,6.13,1
8496,134,8.66,1
8497,135,6.39,1
8498,97,5.4,0
8499,109,7.08,1
8500,106,9.23,1
8501,118,7.07,1
8502,77,9.72,1
8503,95,7.14,1
8504,115,9.28,1
8505,92,8.16,1
8506,102,5.27,0
8507,104,5.46,0
8508,100,7.23,1
8509,82,5.79,0
8510,109,8.34,1
8511,106,7.22,1
8512,82,6.58,1
8513,111,5.51,0
8514,101,9.55,1
8515,122,9.02,1
8516,94,7.52,0
8517,92,5.88,1
8518,119,6.35,1
8519,115,6.56,1
8520,93,5.72,0
8521,102,8.71,1
8522,102,7.32,1
8523,80,4.63,0
8524,98,9.45,1
8525,134,6.13,1
8526,112,7.59,1
8527,113,9.17,1
8528,99,6.45,1
8529,117,8.83,1
8530,105,7.39,1
8531,101,8.72,1
8532,70,8.04,1
8533,117,8.06,1
8534,113,8.34,1
8535,116,8.43,1
8536,88,7.37,0
8537,89,7.3,1
8538,122,6.32,0
8539,108,5.59,0
8540,121,6.03,1
8541,114,4.63,0
8542,112,7.39,0
8543,90,8.68,1
8544,91,7.44,1
8545,90,6.27,1
8546,91,7.93,1
8547,123,5.6,1
8548,107,9.4,1
8549,153,7.26,1
8550,72,7.4,1
8551,98,6.61,0
8552,102,9.73,1
8553,107,6.23,0
8554,107,6.41,0
8555,108,6.37,0
8556,87,8.81,1
8557,126,8.41,1
8558,87,9.38,1
8559,100,7.79,1
8560,113,6.24,1
8561,143,6.74,1
8562,94,7.14,1
8563,104,7.33,1
8564,96,6.86,0
8565,109,6.0,0
8566,83,6.94,1
8567,132,7.46,0
8568,84,5.09,0
8569,133,7.2,1
8570,90,5.6,0
8571,124,6.76,0
8572,139,5.2,0
8573,124,7.38,1
8574,86,5.45,0
8575,105,7.07,1
8576,104,5.33,0
8577,124,6.57,1
8578,106,8.37,1
8579,126,7.39,1
8580,123,5.15,0
8581,111,5.49,0
8582,109,6.55,1
8583,96,7.18,1
8584,95,7.5,1
8585,82,4.28,0
8586,86,7.19,1
8587,99,9.54,1
8588,116,7.2,1
8589,104,8.84,1
8590,134,7.11,1
8591,98,5.14,0
8592,96,4.0,0
8593,96,5.99,0
8594,86,8.39,1
8595,85,9.19,1
8596,118,7.31,1
8597,86,6.96,1
8598,84,7.38,1
8599,99,6.5,1
8600,105,7.86,1
8601,113,5.93,1
8602,116,7.94,1
8603,98,8.43,1
8604,116,6.61,1
8605,129,6.97,1
8606,84,4.99,0
8607,133,5.98,1
8608,103,5.15,0
8609,85,5.6,0
8610,76,8.92,1
8611,94,7.11,1
8612,70,10.0,1
8613,96,4.09,0
8614,129,8.9,1
8615,88,8.91,1
8616,114,7.42,1
8617,87,6.09,0
8618,84,6.55,1
8619,116,7.74,1
8620,126,5.17,0
8621,96,7.03,1
8622,107,7.74,1
8623,116,7.45,1
8624,109,6.01,0
8625,100,7.06,0
8626,120,8.63,1
8627,112,6.93,0
8628,112,6.72,1
8629,96,8.84,1
8630,117,8.81,0
8631,107,7.8,1
8632,110,6.99,1
8633,140,6.1,0
8634,95,4.0,0
8635,83,8.33,1
8636,97,5.31,0
8637,94,8.19,1
8638,96,7.99,1
8639,105,4.75,0
8640,109,8.67,1
8641,139,7.58,1
8642,92,8.79,1
8643,105,7.01,1
8644,124,5.42,0
8645,125,6.87,1
8646,132,7.18,0
8647,103,5.76,0
8648,111,6.57,0
8649,82,6.67,0
8650,88,6.82,0
8651,85,7.93,1
8652,132,7.41,1
8653,88,6.26,0
8654,89,7.73,1
8655,110,5.64,0
8656,76,8.65,0
8657,88,6.96,1
8658,103,5.25,1
8659,79,4.72,0
8660,86,8.51,1
8661,128,8.25,1
8662,133,6.91,1
8663,103,6.01,0
8664,107,6.36,0
8665,101,7.57,1
8666,80,6.38,0
8667,87,6.63,1
8668,112,6.91,0
8669,135,7.96,1
8670,120,7.14,0
8671,105,6.8,1
8672,128,8.92,1
8673,112,7.77,1
8674,124,6.47,0
8675,110,7.71,1
8676,116,8.08,1
8677,127,7.77,1
8678,121,10.0,1
8679,92,10.0,1
8680,107,6.64,0
8681,144,5.87,0
8682,99,7.83,1
8683,129,7.87,1
8684,96,5.63,0
8685,106,4.87,0
8686,108,5.9,0
8687,101,5.31,0
8688,75,6.93,0
8689,103,8.33,1
8690,94,6.34,1
8691,108,9.8,1
8692,84,9.3,1
8693,115,5.43,0
8694,99,8.06,1
8695,113,7.87,0
8696,101,9.01,1
8697,101,7.38,1
8698,121,8.36,1
8699,108,5.4,0
8700,99,6.68,1
8701,118,7.06,0
8702,90,8.31,1
8703,123,6.78,1
8704,115,7.93,1
8705,99,6.58,0
8706,70,8.62,1
8707,132,8.72,1
8708,95,4.55,0
8709,98,4.0,0
8710,101,4.99,0
8711,101,7.3,1
8712,109,6.99,0
8713,95,4.93,0
8714,114,8.21,1
8715,102,7.49,0
8716,88,5.68,0
8717,91,7.27,1
8718,125,10.0,0
8719,107,7.0,1
8720,88,5.52,0
8721,90,7.02,1
8722,107,5.47,0
8723,91,7.02,0
8724,108,7.25,0
8725,83,9.21,1
8726,118,7.85,1
8727,120,7.5,1
8728,107,6.65,0
8729,78,6.35,0
8730,108,4.81,0
8731,113,7.75,1
8732,115,6.45,0
8733,70,8.89,1
8734,82,7.33,1
8735,123,6.37,0
8736,95,7.64,0
8737,91,6.71,0
8738,129,9.5,1
8739,84,7.27,1
8740,122,5.7,0
8741,106,5.85,0
8742,118,6.92,0
8743,91,8.4,1
8744,98,6.63,1
8745,87,7.65,1
8746,131,6.89,0
8747,93,5.05,0
8748,108,6.08,0
8749,101,4.0,0
8750,91,6.29,0
8751,131,5.99,1
8752,96,6.4,1
8753,79,6.93,1
8754,94,8.32,1
8755,95,7.54,1
8756,118,6.24,1
8757,124,7.7,1
8758,86,4.79,0
8759,102,5.96,0
8760,121,7.89,0
8761,114,7.05,1
8762,108,6.8,1
8763,110,5.57,0
8764,108,7.66,1
8765,117,6.71,1
8766,98,6.26,1
8767,100,9.89,1
8768,105,7.95,0
8769,118,8.05,1
8770,98,5.09,0
8771,100,9.13,1
8772,110,6.81,1
8773,117,9.86,1
8774,122,8.37,1
8775,104,5.77,0
8776,111,4.76,1
8777,92,8.22,0
8778,109,5.82,0
8779,79,7.47,1
8780,97,7.09,0
8781,108,7.01,1
8782,102,6.84,0
8783,104,7.82,1
8784,108,6.26,0
8785,107,8.49,1
8786,92,7.94,1
8787,115,6.28,1
8788,97,6.11,0
8789,112,7.32,1
8790,109,5.73,1
8791,119,5.7,0
8792,118,6.14,0
8793,113,4.69,0
8794,90,4.29,0
8795,75,7.28,1
8796,100,5.86,0
8797,105,8.2,1
8798,91,7.59,0
8799,116,7.17,1
8800,100,10.0,1
8801,112,6.91,1
8802,117,7.39,1
8803,131,7.14,1
8804,107,6.46,0
8805,109,6.99,1
8806,114,6.11,0
8807,97,7.41,1
8808,101,8.17,0
8809,107,5.92,0
8810,129,4.49,1
8811,97,6.06,1
8812,116,6.53,1
8813,106,6.56,1
8814,97,8.05,0
8815,88,6.2,0
8816,104,5.27,0
8817,104,7.71,1
8818,101,9.44,0
8819,117,9.5,1
8820,84,6.93,0
8821,100,9.58,1
8822,109,5.57,1
8823,116,7.25,1
8824,95,7.24,1
8825,91,9.48,1
8826,125,7.23,1
8827,89,5.86,0
8828,109,6.59,1
8829,98,5.16,0
8830,102,5.92,1
8831,120,8.28,1
8832,117,5.72,0
8833,119,4.0,0
8834,72,6.94,0
8835,109,8.11,1
8836,102,10.0,1
8837,119,5.94,1
8838,120,8.86,1
8839,86,7.44,0
8840,99,7.07,1
8841,109,7.0,1
8842,84,6.92,1
8843,90,5.14,0
8844,105,6.16,0
8845,109,7.55,1
8846,96,7.63,1
8847,87,8.25,1
8848,103,4.6,0
8849,135,4.69,0
8850,104,7.25,1
8851,107,4.44,0
8852,95,5.59,0
8853,101,7.46,1
8854,124,5.11,0
8855,105,6.27,1
8856,114,5.51,0
8857,133,8.17,1
8858,94,7.87,1
8859,101,9.24,1
8860,121,8.22,1
8861,85,7.54,0
8862,121,4.48,0
8863,108,4.01,0
8864,77,5.78,0
8865,107,7.04,1
8866,121,6.77,1
8867,119,5.41,0
8868,111,6.04,0
8869,112,6.66,1
8870,112,7.9,1
8871,121,7.72,1
8872,83,8.46,1
8873,107,8.4,1
8874,105,5.58,0
8875,113,5.99,0
8876,144,6.67,1
8877,115,6.73,1
8878,112,5.61,0
8879,112,6.41,1
8880,118,7.06,1
8881,122,7.48,0
8882,102,7.47,0
8883,124,5.44,1
8884,96,7.84,1
8885,78,8.32,0
8886,88,5.74,0
8887,95,6.63,0
8888,86,5.76,0
8889,119,6.94,1
8890,94,5.6,0
8891,120,7.34,0
8892,131,6.7,0
8893,122,6.77,1
8894,105,5.71,0
8895,91,6.06,1
8896,113,5.71,1
8897,86,8.07,0
8898,70,8.53,1
8899,131,7.59,1
8900,120,6.96,1
8901,124,6.96,0
8902,113,4.0,0
8903,125,8.48,1
8904,103,6.65,0
8905,131,6.12,1
8906,108,4.92,0
8907,105,6.16,0
8908,120,7.11,1
8909,111,6.36,1
8910,108,6.92,1
8911,102,6.38,1
8912,91,8.83,1
8913,86,7.93,0
8914,119,5.83,1
8915,76,5.12,0
8916,94,5.62,0
8917,138,8.11,1
8918,131,4.61,0
8919,105,9.49,1
8920,98,5.48,0
8921,96,7.1,1
8922,113,7.48,0
8923,120,7.58,1
8924,99,7.05,1
8925,102,7.04,1
8926,121,5.15,0
8927,122,6.59,1
8928,112,5.61,0
8929,116,6.11,0
8930,124,8.4,1
8931,103,7.05,0
8932,104,7.56,1
8933,108,4.87,0
8934,115,6.52,1
8935,101,8.35,1
8936,75,7.12,0
8937,83,5.56,0
8938,96,5.34,0
8939,128,5.85,0
8940,99,5.23,0
8941,115,6.17,0
8942,111,8.41,1
8943,70,5.24,0
8944,101,6.34,1
8945,83,9.61,1
8946,114,6.81,0
8947,104,5.23,0
8948,110,7.06,1
8949,116,5.67,0
8950,116,7.77,1
8951,135,7.77,1
8952,121,5.98,0
8953,115,5.6,0
8954,107,5.6,0
8955,124,6.92,0
8956,109,7.44,0
8957,110,5.33,0
8958,94,7.46,0
8959,102,7.77,1
8960,100,5.35,0
8961,82,7.0,1
8962,97,6.62,1
8963,118,6.72,1
8964,74,9.43,1
8965,106,5.55,1
8966,114,7.68,1
8967,94,5.5,0
8968,116,6.8,1
8969,105,6.8,1
8970,123,4.91,0
8971,100,10.0,1
8972,103,7.67,1
8973,107,8.43,1
8974,93,8.43,1
8975,86,4.95,0
8976,105,7.45,0
8977,110,6.19,0
8978,143,6.25,0
8979,110,6.99,0
8980,112,6.14,1
8981,108,6.26,1
8982,103,7.16,0
8983,103,7.43,1
8984,113,4.34,0
8985,132,5.04,0
